user_id,product_id,interaction_type,timestamp,session_id,device_type,duration_seconds,rating
user_00300,prod_00445,view,2025-06-20 08:30:59,sess_a0190474,desktop,282,
user_00516,prod_00054,view,2025-06-02 08:30:59,sess_fd47a21c,tablet,253,
user_00287,prod_00041,like,2025-06-15 08:30:59,sess_c5267a3f,tablet,288,
user_00216,prod_00063,purchase,2025-06-24 08:30:59,sess_ef25872c,tablet,230,3.6
user_00465,prod_00488,view,2025-07-20 08:30:59,sess_94037ef7,desktop,147,
user_00603,prod_00197,cart,2025-06-19 08:30:59,sess_4f5815e9,tablet,201,
user_00508,prod_00010,view,2025-07-19 08:30:59,sess_cd702231,mobile,110,
user_00389,prod_00095,view,2025-05-01 08:30:59,sess_1f64dc57,desktop,21,
user_00555,prod_00391,like,2025-06-11 08:30:59,sess_1944d4d2,desktop,115,
user_00776,prod_00015,like,2025-07-17 08:30:59,sess_cc15aa45,mobile,288,
user_00398,prod_00488,like,2025-05-12 08:30:59,sess_71de6c4c,tablet,295,
user_00788,prod_00266,view,2025-06-06 08:30:59,sess_8f3e9858,desktop,126,
user_00136,prod_00465,view,2025-04-28 08:30:59,sess_25ef3100,desktop,48,
user_00256,prod_00395,view,2025-06-04 08:30:59,sess_099df559,mobile,145,
user_00371,prod_00138,like,2025-07-09 08:30:59,sess_e2127f62,desktop,296,
user_00677,prod_00165,purchase,2025-07-23 08:30:59,sess_e2dd8af8,desktop,23,4.9
user_00492,prod_00327,view,2025-05-11 08:30:59,sess_5a3eb91e,mobile,146,
user_00919,prod_00313,like,2025-06-19 08:30:59,sess_9860952c,desktop,258,
user_00131,prod_00117,view,2025-05-06 08:30:59,sess_da7b9a73,tablet,30,
user_00239,prod_00059,view,2025-05-21 08:30:59,sess_f45e652f,desktop,167,
user_00043,prod_00284,view,2025-06-21 08:30:59,sess_c0947cad,desktop,13,
user_00695,prod_00433,view,2025-07-19 08:30:59,sess_5924cb86,tablet,125,
user_00359,prod_00056,view,2025-07-10 08:30:59,sess_a28f8ecf,tablet,44,
user_00243,prod_00105,view,2025-04-28 08:30:59,sess_821ff2b4,desktop,41,
user_00658,prod_00219,view,2025-06-13 08:30:59,sess_2cd77a95,tablet,189,
user_00344,prod_00500,like,2025-06-17 08:30:59,sess_173e38f3,tablet,20,
user_00165,prod_00189,view,2025-07-05 08:30:59,sess_92f37938,tablet,18,
user_00109,prod_00312,like,2025-05-20 08:30:59,sess_eef9a780,tablet,181,
user_00963,prod_00111,cart,2025-07-05 08:30:59,sess_ad0dae98,desktop,45,
user_00979,prod_00040,view,2025-05-12 08:30:59,sess_ece2fb98,tablet,285,
user_00752,prod_00215,purchase,2025-05-25 08:30:59,sess_38cef6a3,tablet,273,3.1
user_00325,prod_00138,like,2025-06-23 08:30:59,sess_b538f0e4,desktop,123,
user_00467,prod_00162,view,2025-05-29 08:30:59,sess_b008ab28,tablet,214,
user_00371,prod_00041,view,2025-07-15 08:30:59,sess_58c3b591,desktop,252,
user_00620,prod_00118,like,2025-07-08 08:30:59,sess_660195f8,tablet,130,
user_00796,prod_00466,view,2025-04-30 08:30:59,sess_0b040d46,mobile,138,
user_00815,prod_00147,view,2025-07-14 08:30:59,sess_36b3eb25,desktop,220,
user_00518,prod_00076,view,2025-06-29 08:30:59,sess_3dd53d16,mobile,237,
user_00016,prod_00086,view,2025-05-15 08:30:59,sess_e38d66a7,tablet,245,
user_00761,prod_00052,purchase,2025-07-03 08:30:59,sess_c1396632,mobile,72,3.1
user_00543,prod_00471,like,2025-05-14 08:30:59,sess_9ec03897,mobile,155,
user_00122,prod_00173,view,2025-05-07 08:30:59,sess_931f8ebd,mobile,28,
user_00076,prod_00379,like,2025-05-30 08:30:59,sess_a5f861dd,desktop,249,
user_00717,prod_00069,like,2025-05-20 08:30:59,sess_85485b60,mobile,82,
user_00918,prod_00004,view,2025-05-27 08:30:59,sess_906be9be,desktop,169,
user_00450,prod_00091,cart,2025-06-16 08:30:59,sess_38fe4163,desktop,179,
user_00050,prod_00289,view,2025-06-05 08:30:59,sess_9c7f6fa5,desktop,96,
user_00977,prod_00074,like,2025-06-28 08:30:59,sess_3b4308bc,desktop,270,
user_00285,prod_00295,view,2025-06-18 08:30:59,sess_36d185dc,mobile,65,
user_00295,prod_00141,view,2025-07-03 08:30:59,sess_e90b3901,desktop,137,
user_00621,prod_00386,like,2025-06-28 08:30:59,sess_55d35cbb,tablet,265,
user_00773,prod_00087,view,2025-07-19 08:30:59,sess_243cdb23,tablet,280,
user_00819,prod_00100,view,2025-07-21 08:30:59,sess_8f78845e,desktop,109,
user_00289,prod_00483,like,2025-06-17 08:30:59,sess_9592506c,mobile,66,
user_00456,prod_00456,view,2025-07-13 08:30:59,sess_3889571a,mobile,147,
user_00750,prod_00343,like,2025-06-26 08:30:59,sess_9f8258f4,tablet,43,
user_00335,prod_00081,view,2025-05-05 08:30:59,sess_ee056ebf,tablet,267,
user_00689,prod_00398,like,2025-05-30 08:30:59,sess_9347fc9e,mobile,271,
user_00326,prod_00098,like,2025-05-10 08:30:59,sess_31ba1751,desktop,117,
user_00690,prod_00101,view,2025-05-23 08:30:59,sess_f905fc44,mobile,259,
user_00290,prod_00068,view,2025-07-13 08:30:59,sess_0bb7deaf,tablet,114,
user_00004,prod_00223,view,2025-05-07 08:30:59,sess_16c8adda,mobile,96,
user_00040,prod_00215,view,2025-05-05 08:30:59,sess_4da3e88c,tablet,125,
user_00654,prod_00179,view,2025-07-01 08:30:59,sess_62e29de3,desktop,123,
user_00897,prod_00150,view,2025-05-05 08:30:59,sess_7f55127e,desktop,187,
user_00557,prod_00247,view,2025-07-10 08:30:59,sess_bc114288,desktop,219,
user_00993,prod_00229,view,2025-05-31 08:30:59,sess_54489e50,mobile,95,
user_00476,prod_00490,view,2025-06-10 08:30:59,sess_f4da78e2,tablet,208,
user_00722,prod_00066,like,2025-04-28 08:30:59,sess_117205f3,mobile,19,
user_00298,prod_00138,purchase,2025-06-13 08:30:59,sess_58f24965,desktop,167,2.6
user_00829,prod_00227,view,2025-07-18 08:30:59,sess_c254b1ae,desktop,253,
user_00746,prod_00113,view,2025-07-19 08:30:59,sess_4dc6a83e,desktop,234,
user_00420,prod_00114,view,2025-05-05 08:30:59,sess_8e558146,mobile,173,
user_00133,prod_00310,cart,2025-06-06 08:30:59,sess_8b626c2a,mobile,175,
user_00935,prod_00181,view,2025-05-19 08:30:59,sess_3f13dd12,mobile,190,
user_00549,prod_00102,like,2025-06-17 08:30:59,sess_32820e51,mobile,196,
user_00340,prod_00212,view,2025-06-23 08:30:59,sess_ab5915b5,mobile,23,
user_00866,prod_00011,view,2025-05-23 08:30:59,sess_1a522062,mobile,85,
user_00290,prod_00155,view,2025-04-27 08:30:59,sess_f9d20370,mobile,22,
user_00279,prod_00384,like,2025-06-20 08:30:59,sess_5f3d577b,mobile,44,
user_00076,prod_00259,view,2025-05-16 08:30:59,sess_f02b93d4,tablet,82,
user_00098,prod_00377,view,2025-05-08 08:30:59,sess_9f964f8a,desktop,170,
user_00436,prod_00263,view,2025-05-27 08:30:59,sess_a6abb30c,mobile,56,
user_00271,prod_00497,view,2025-05-31 08:30:59,sess_0072d582,mobile,118,
user_00991,prod_00209,view,2025-04-26 08:30:59,sess_d79a45ad,tablet,264,
user_00251,prod_00196,like,2025-05-16 08:30:59,sess_b76f43a0,tablet,60,
user_00464,prod_00115,view,2025-06-25 08:30:59,sess_9725c3f2,desktop,194,
user_00489,prod_00289,view,2025-06-12 08:30:59,sess_67ba2fc8,mobile,47,
user_00098,prod_00288,view,2025-05-23 08:30:59,sess_c0dd12e1,tablet,132,
user_00086,prod_00073,view,2025-05-25 08:30:59,sess_131ca65f,tablet,295,
user_00779,prod_00120,like,2025-06-11 08:30:59,sess_8c1b1c82,mobile,23,
user_00330,prod_00353,like,2025-05-14 08:30:59,sess_71a977b4,desktop,284,
user_00512,prod_00161,view,2025-04-25 08:30:59,sess_d9fd1a39,desktop,268,
user_00569,prod_00440,purchase,2025-07-08 08:30:59,sess_afcf6cb8,mobile,87,3.1
user_00125,prod_00086,view,2025-07-10 08:30:59,sess_9d8ba642,mobile,222,
user_00508,prod_00088,view,2025-05-15 08:30:59,sess_874fafc5,desktop,209,
user_00010,prod_00152,view,2025-06-17 08:30:59,sess_c24878b6,tablet,143,
user_00536,prod_00166,view,2025-07-03 08:30:59,sess_1e62a4a4,mobile,153,
user_00536,prod_00351,like,2025-05-08 08:30:59,sess_280ea124,desktop,246,
user_00474,prod_00108,like,2025-07-07 08:30:59,sess_6b1d027f,mobile,273,
user_00733,prod_00425,view,2025-06-01 08:30:59,sess_2a068fd1,mobile,81,
user_00482,prod_00035,view,2025-06-30 08:30:59,sess_abf55801,mobile,53,
user_00551,prod_00235,view,2025-05-06 08:30:59,sess_ed6f4d88,desktop,85,
user_00069,prod_00180,view,2025-07-23 08:30:59,sess_63dbc5ce,mobile,145,
user_00292,prod_00421,view,2025-06-15 08:30:59,sess_bfdad568,desktop,211,
user_00957,prod_00131,view,2025-07-05 08:30:59,sess_c8ff697b,mobile,115,
user_00287,prod_00092,view,2025-07-08 08:30:59,sess_9e8d2957,tablet,201,
user_00339,prod_00295,like,2025-05-25 08:30:59,sess_a4aa3153,mobile,91,
user_00003,prod_00402,cart,2025-05-07 08:30:59,sess_46e68fcd,mobile,78,
user_00169,prod_00244,view,2025-07-18 08:30:59,sess_52267df3,mobile,266,
user_00827,prod_00226,view,2025-06-13 08:30:59,sess_48c8e89c,desktop,261,
user_00779,prod_00061,view,2025-06-06 08:30:59,sess_6934533e,desktop,247,
user_00364,prod_00160,view,2025-05-08 08:30:59,sess_bc43bc88,mobile,90,
user_00969,prod_00325,like,2025-05-23 08:30:59,sess_09d81ead,tablet,133,
user_00702,prod_00062,view,2025-07-02 08:30:59,sess_25dd7306,mobile,192,
user_00876,prod_00239,like,2025-06-30 08:30:59,sess_dfd65b06,desktop,196,
user_00184,prod_00478,view,2025-06-08 08:30:59,sess_4d69781a,tablet,104,
user_00006,prod_00301,view,2025-06-07 08:30:59,sess_4c6ed3af,desktop,262,
user_00944,prod_00007,view,2025-06-19 08:30:59,sess_83fa445b,tablet,250,
user_00408,prod_00023,view,2025-07-17 08:30:59,sess_ce411729,tablet,20,
user_00884,prod_00368,like,2025-05-25 08:30:59,sess_d128cfee,tablet,284,
user_00827,prod_00054,view,2025-05-07 08:30:59,sess_45d1b3e5,tablet,83,
user_00723,prod_00377,cart,2025-06-01 08:30:59,sess_395f0e51,mobile,33,
user_00455,prod_00327,view,2025-05-16 08:30:59,sess_982f7117,desktop,104,
user_00671,prod_00315,view,2025-04-29 08:30:59,sess_7786be23,desktop,91,
user_00928,prod_00301,view,2025-04-30 08:30:59,sess_ef597a0d,desktop,218,
user_00858,prod_00342,view,2025-05-21 08:30:59,sess_90e649c6,mobile,141,
user_00086,prod_00089,view,2025-05-08 08:30:59,sess_4cbccfd5,mobile,263,
user_00420,prod_00089,view,2025-05-14 08:30:59,sess_af9e7091,desktop,65,
user_00350,prod_00239,view,2025-05-26 08:30:59,sess_a7104431,mobile,64,
user_00941,prod_00047,like,2025-07-22 08:30:59,sess_701e222a,mobile,10,
user_00223,prod_00327,view,2025-06-23 08:30:59,sess_2afee780,desktop,102,
user_00766,prod_00387,view,2025-06-06 08:30:59,sess_e2fcfe10,tablet,151,
user_00183,prod_00143,view,2025-06-02 08:30:59,sess_8cafe5e4,mobile,101,
user_00280,prod_00453,view,2025-06-17 08:30:59,sess_097df7be,desktop,230,
user_00271,prod_00048,view,2025-06-08 08:30:59,sess_84a5fd22,desktop,272,
user_00461,prod_00425,view,2025-05-11 08:30:59,sess_630a93f7,desktop,84,
user_00551,prod_00292,like,2025-04-28 08:30:59,sess_30f44742,desktop,111,
user_00351,prod_00359,view,2025-06-28 08:30:59,sess_02008c6e,desktop,116,
user_00479,prod_00134,like,2025-05-25 08:30:59,sess_d3759001,mobile,244,
user_00601,prod_00166,view,2025-05-01 08:30:59,sess_28073493,tablet,22,
user_00331,prod_00360,view,2025-07-23 08:30:59,sess_bee395c0,mobile,220,
user_00487,prod_00172,view,2025-07-12 08:30:59,sess_56bfe531,mobile,188,
user_00314,prod_00084,view,2025-07-22 08:30:59,sess_e0fb62b1,desktop,238,
user_00608,prod_00295,like,2025-06-07 08:30:59,sess_130a57ec,tablet,177,
user_00495,prod_00348,view,2025-06-25 08:30:59,sess_2adfed0e,tablet,60,
user_00432,prod_00219,purchase,2025-05-20 08:30:59,sess_137a7734,mobile,158,4.5
user_00989,prod_00358,like,2025-05-01 08:30:59,sess_e88a07b5,desktop,32,
user_00994,prod_00047,cart,2025-06-10 08:30:59,sess_9544953c,desktop,207,
user_00170,prod_00236,view,2025-06-29 08:30:59,sess_e5f88acd,mobile,159,
user_00315,prod_00042,view,2025-06-28 08:30:59,sess_ff71f22b,desktop,51,
user_00742,prod_00126,view,2025-06-07 08:30:59,sess_8f8fae52,mobile,249,
user_00164,prod_00177,view,2025-04-28 08:30:59,sess_a8f34b4e,desktop,113,
user_00935,prod_00242,like,2025-07-12 08:30:59,sess_cc406c0d,desktop,70,
user_00326,prod_00391,view,2025-06-13 08:30:59,sess_93f3cb21,desktop,222,
user_00612,prod_00202,view,2025-04-30 08:30:59,sess_abffe553,tablet,18,
user_00228,prod_00454,like,2025-07-24 08:30:59,sess_d8bf3e87,tablet,208,
user_00937,prod_00040,view,2025-06-30 08:30:59,sess_fd12502d,mobile,113,
user_00310,prod_00223,view,2025-05-02 08:30:59,sess_80c8679c,mobile,222,
user_00155,prod_00146,view,2025-05-24 08:30:59,sess_64374670,mobile,138,
user_00982,prod_00489,view,2025-06-04 08:30:59,sess_8125856e,tablet,269,
user_00855,prod_00055,like,2025-05-02 08:30:59,sess_d63a409b,desktop,11,
user_00165,prod_00164,view,2025-06-05 08:30:59,sess_93623919,tablet,237,
user_00012,prod_00249,view,2025-07-18 08:30:59,sess_7609da8b,desktop,222,
user_00265,prod_00380,view,2025-05-28 08:30:59,sess_99979630,tablet,195,
user_00800,prod_00243,like,2025-07-02 08:30:59,sess_2861dcd1,desktop,277,
user_00778,prod_00197,view,2025-06-11 08:30:59,sess_8280f193,tablet,137,
user_00203,prod_00264,view,2025-05-26 08:30:59,sess_be577b6b,desktop,25,
user_00125,prod_00445,view,2025-07-18 08:30:59,sess_3285e3b5,tablet,194,
user_00259,prod_00218,view,2025-07-21 08:30:59,sess_11091a3a,tablet,141,
user_00184,prod_00151,view,2025-05-28 08:30:59,sess_9bc3cf34,desktop,157,
user_00652,prod_00019,view,2025-07-20 08:30:59,sess_ab7cb864,tablet,207,
user_00255,prod_00090,view,2025-07-08 08:30:59,sess_dbcc8514,tablet,79,
user_00649,prod_00253,like,2025-05-06 08:30:59,sess_154fb9f5,mobile,273,
user_00583,prod_00235,view,2025-06-07 08:30:59,sess_c868b907,mobile,80,
user_00624,prod_00371,view,2025-07-14 08:30:59,sess_3a30c6fe,desktop,159,
user_00433,prod_00206,view,2025-06-22 08:30:59,sess_6e22261b,tablet,45,
user_00857,prod_00468,like,2025-06-16 08:30:59,sess_f195881b,tablet,268,
user_00553,prod_00438,view,2025-07-18 08:30:59,sess_a59f2f73,desktop,298,
user_00485,prod_00111,view,2025-04-27 08:30:59,sess_59839b02,mobile,146,
user_00514,prod_00344,view,2025-07-01 08:30:59,sess_57812528,tablet,150,
user_00280,prod_00003,view,2025-06-01 08:30:59,sess_abf25bf9,tablet,71,
user_00282,prod_00137,view,2025-05-04 08:30:59,sess_67e36e25,desktop,54,
user_00227,prod_00116,like,2025-05-08 08:30:59,sess_45b7453d,desktop,220,
user_00651,prod_00305,view,2025-05-25 08:30:59,sess_6834e8b7,tablet,11,
user_00352,prod_00175,view,2025-05-29 08:30:59,sess_b6150085,mobile,241,
user_00875,prod_00381,view,2025-04-26 08:30:59,sess_25ef23f4,mobile,204,
user_00262,prod_00207,view,2025-05-12 08:30:59,sess_75af44cc,mobile,254,
user_00575,prod_00177,view,2025-05-18 08:30:59,sess_a8d2f9c2,desktop,160,
user_00299,prod_00385,view,2025-05-26 08:30:59,sess_b82adf84,mobile,84,
user_00640,prod_00300,view,2025-05-13 08:30:59,sess_b8ef295a,desktop,217,
user_00784,prod_00012,view,2025-05-23 08:30:59,sess_0807ab53,mobile,197,
user_00944,prod_00276,view,2025-07-09 08:30:59,sess_b32aa7f3,mobile,207,
user_00224,prod_00109,view,2025-07-02 08:30:59,sess_11fc16b5,mobile,210,
user_00564,prod_00210,like,2025-06-14 08:30:59,sess_104af9e9,desktop,59,
user_00681,prod_00453,view,2025-05-17 08:30:59,sess_2715cbe6,desktop,120,
user_00880,prod_00207,like,2025-07-04 08:30:59,sess_e1a82113,mobile,209,
user_00296,prod_00002,like,2025-07-12 08:30:59,sess_1cb46a1e,desktop,219,
user_00998,prod_00215,view,2025-07-21 08:30:59,sess_36d8fddd,tablet,119,
user_00142,prod_00313,view,2025-06-02 08:30:59,sess_8a65d2a3,mobile,171,
user_00625,prod_00128,view,2025-05-25 08:30:59,sess_01e19e21,tablet,51,
user_00975,prod_00190,like,2025-05-15 08:30:59,sess_394f2f4b,tablet,103,
user_00871,prod_00468,view,2025-06-24 08:30:59,sess_1262d37c,mobile,246,
user_00960,prod_00365,view,2025-06-17 08:30:59,sess_4b0154d7,mobile,20,
user_00212,prod_00296,view,2025-04-28 08:30:59,sess_a1cf56f7,tablet,232,
user_00248,prod_00408,like,2025-05-08 08:30:59,sess_c385a28e,desktop,86,
user_00251,prod_00237,view,2025-07-20 08:30:59,sess_9b6dbb06,tablet,213,
user_00888,prod_00267,cart,2025-06-01 08:30:59,sess_d8eade1d,desktop,280,
user_00124,prod_00367,view,2025-07-17 08:30:59,sess_6054207d,desktop,208,
user_00849,prod_00422,view,2025-05-20 08:30:59,sess_d0967dc8,tablet,230,
user_00439,prod_00404,view,2025-06-21 08:30:59,sess_abcaaede,tablet,62,
user_00740,prod_00087,view,2025-06-11 08:30:59,sess_61e8753a,mobile,129,
user_00815,prod_00248,view,2025-06-12 08:30:59,sess_d64a2570,tablet,42,
user_00470,prod_00461,like,2025-04-27 08:30:59,sess_8a3613ab,desktop,174,
user_00807,prod_00231,view,2025-05-09 08:30:59,sess_e886bd93,mobile,76,
user_00152,prod_00268,view,2025-06-07 08:30:59,sess_828fde58,tablet,190,
user_00731,prod_00150,like,2025-05-25 08:30:59,sess_22e836e4,tablet,230,
user_00690,prod_00151,like,2025-06-17 08:30:59,sess_fd370178,desktop,136,
user_00653,prod_00117,like,2025-07-23 08:30:59,sess_3d41c9c4,desktop,191,
user_00739,prod_00261,view,2025-07-03 08:30:59,sess_317832ec,desktop,84,
user_00602,prod_00437,view,2025-06-06 08:30:59,sess_46ddcddb,desktop,91,
user_00892,prod_00269,view,2025-06-06 08:30:59,sess_19004812,mobile,38,
user_00351,prod_00116,view,2025-07-05 08:30:59,sess_f56f5693,desktop,66,
user_00666,prod_00101,view,2025-05-13 08:30:59,sess_86ee306c,tablet,11,
user_00861,prod_00383,purchase,2025-05-05 08:30:59,sess_d5dabf2e,mobile,173,3.0
user_00278,prod_00284,cart,2025-05-13 08:30:59,sess_82416c7b,tablet,131,
user_00251,prod_00132,view,2025-05-02 08:30:59,sess_48b1c223,mobile,121,
user_00707,prod_00368,view,2025-05-08 08:30:59,sess_be77e20f,desktop,287,
user_00285,prod_00047,like,2025-07-08 08:30:59,sess_03261a44,tablet,160,
user_00063,prod_00107,view,2025-05-11 08:30:59,sess_7f7042b8,desktop,242,
user_00101,prod_00275,view,2025-05-04 08:30:59,sess_c1b5da87,mobile,105,
user_00490,prod_00060,view,2025-06-29 08:30:59,sess_1f4fb835,mobile,282,
user_00604,prod_00111,view,2025-07-23 08:30:59,sess_1157004a,tablet,225,
user_00882,prod_00464,like,2025-05-10 08:30:59,sess_5cf8038a,tablet,238,
user_00001,prod_00129,view,2025-05-22 08:30:59,sess_36c7ddf6,tablet,95,
user_00337,prod_00260,view,2025-05-03 08:30:59,sess_2b7a452f,desktop,140,
user_00889,prod_00273,view,2025-04-29 08:30:59,sess_0fbcda47,tablet,262,
user_00317,prod_00321,view,2025-07-01 08:30:59,sess_dc2fc22a,desktop,8,
user_00327,prod_00458,view,2025-07-02 08:30:59,sess_c0340dd1,mobile,226,
user_00690,prod_00156,like,2025-05-17 08:30:59,sess_11f522ca,mobile,104,
user_00798,prod_00056,view,2025-05-21 08:30:59,sess_f180d3da,desktop,168,
user_00785,prod_00272,view,2025-06-16 08:30:59,sess_ac6fbc2a,tablet,112,
user_00585,prod_00345,view,2025-06-30 08:30:59,sess_e7aab37e,desktop,92,
user_00873,prod_00081,view,2025-05-19 08:30:59,sess_4ebcb5b1,desktop,218,
user_00799,prod_00372,view,2025-06-21 08:30:59,sess_97e55b83,desktop,160,
user_00380,prod_00075,view,2025-06-09 08:30:59,sess_3fa65d44,tablet,166,
user_00461,prod_00158,view,2025-06-01 08:30:59,sess_9a4c8185,mobile,211,
user_00057,prod_00496,view,2025-07-07 08:30:59,sess_8b0b7915,desktop,145,
user_00020,prod_00420,view,2025-06-22 08:30:59,sess_babc27f7,desktop,196,
user_00025,prod_00165,like,2025-06-29 08:30:59,sess_9da7d41d,mobile,262,
user_00451,prod_00439,view,2025-06-23 08:30:59,sess_2b502730,mobile,171,
user_00741,prod_00246,like,2025-06-05 08:30:59,sess_d9223da5,tablet,254,
user_00256,prod_00144,view,2025-07-17 08:30:59,sess_598df018,tablet,180,
user_00283,prod_00276,view,2025-06-18 08:30:59,sess_241eb668,mobile,246,
user_00138,prod_00451,view,2025-06-02 08:30:59,sess_a718d29a,mobile,82,
user_00604,prod_00154,view,2025-05-29 08:30:59,sess_327e3ad1,mobile,172,
user_00587,prod_00280,view,2025-06-17 08:30:59,sess_24776499,tablet,16,
user_00144,prod_00396,like,2025-06-08 08:30:59,sess_6d436383,desktop,114,
user_00189,prod_00165,view,2025-06-08 08:30:59,sess_0d3544f4,desktop,106,
user_00694,prod_00498,view,2025-07-22 08:30:59,sess_ffa40cb5,mobile,66,
user_00658,prod_00211,view,2025-05-23 08:30:59,sess_b3b18b0c,mobile,275,
user_00062,prod_00468,view,2025-05-30 08:30:59,sess_a7d032be,mobile,263,
