user_id,product_id,interaction_type,timestamp,session_id,device_type,duration_seconds,rating
user_00516,prod_00054,view,2025-06-08 10:19:42,sess_5cf1474c,tablet,253,
user_00287,prod_00041,like,2025-06-21 10:19:42,sess_653d4f39,tablet,288,
user_00216,prod_00063,purchase,2025-06-30 10:19:42,sess_6b9d47d2,tablet,230,3.6
user_00465,prod_00488,view,2025-07-26 10:19:42,sess_49ac27f4,desktop,147,
user_00603,prod_00197,cart,2025-06-25 10:19:42,sess_9589e5be,tablet,201,
user_00508,prod_00010,view,2025-07-25 10:19:42,sess_8c541405,mobile,110,
user_00389,prod_00095,view,2025-05-07 10:19:42,sess_6270f46a,desktop,21,
user_00555,prod_00391,like,2025-06-17 10:19:42,sess_7bd3c81c,desktop,115,
user_00776,prod_00015,like,2025-07-23 10:19:42,sess_1ac3e183,mobile,288,
user_00398,prod_00488,like,2025-05-18 10:19:42,sess_617bb6d2,tablet,295,
user_00788,prod_00266,view,2025-06-12 10:19:42,sess_84b386a7,desktop,126,
user_00136,prod_00465,view,2025-05-04 10:19:42,sess_2ac76a46,desktop,48,
user_00256,prod_00395,view,2025-06-10 10:19:42,sess_ec83068c,mobile,145,
user_00371,prod_00138,like,2025-07-15 10:19:42,sess_1ab79fb2,desktop,296,
user_00677,prod_00165,purchase,2025-07-29 10:19:42,sess_788f87d0,desktop,23,4.9
user_00492,prod_00327,view,2025-05-17 10:19:42,sess_fa74eb7e,mobile,146,
user_00919,prod_00313,like,2025-06-25 10:19:42,sess_a73becda,desktop,258,
user_00131,prod_00117,view,2025-05-12 10:19:42,sess_719248e2,tablet,30,
user_00239,prod_00059,view,2025-05-27 10:19:42,sess_341a1d04,desktop,167,
user_00043,prod_00284,view,2025-06-27 10:19:42,sess_36ccf19f,desktop,13,
user_00695,prod_00433,view,2025-07-25 10:19:42,sess_a7016974,tablet,125,
user_00359,prod_00056,view,2025-07-16 10:19:42,sess_7f7a5f3a,tablet,44,
user_00243,prod_00105,view,2025-05-04 10:19:42,sess_27d03f9a,desktop,41,
user_00658,prod_00219,view,2025-06-19 10:19:42,sess_bf9f55db,tablet,189,
user_00344,prod_00500,like,2025-06-23 10:19:42,sess_d75c733e,tablet,20,
user_00165,prod_00189,view,2025-07-11 10:19:42,sess_9c1034aa,tablet,18,
user_00109,prod_00312,like,2025-05-26 10:19:42,sess_6e740b98,tablet,181,
user_00963,prod_00111,cart,2025-07-11 10:19:42,sess_eaad2a2f,desktop,45,
user_00979,prod_00040,view,2025-05-18 10:19:42,sess_01f45026,tablet,285,
user_00752,prod_00215,purchase,2025-05-31 10:19:42,sess_cd657c32,tablet,273,3.1
user_00325,prod_00138,like,2025-06-29 10:19:42,sess_87e3302c,desktop,123,
user_00467,prod_00162,view,2025-06-04 10:19:42,sess_c78d9853,tablet,214,
user_00371,prod_00041,view,2025-07-21 10:19:42,sess_1fef5458,desktop,252,
user_00620,prod_00118,like,2025-07-14 10:19:42,sess_43414da7,tablet,130,
user_00796,prod_00466,view,2025-05-06 10:19:42,sess_497f0add,mobile,138,
user_00815,prod_00147,view,2025-07-20 10:19:42,sess_ba646896,desktop,220,
user_00518,prod_00076,view,2025-07-05 10:19:42,sess_7f1ef4ea,mobile,237,
user_00016,prod_00086,view,2025-05-21 10:19:42,sess_4a4e394f,tablet,245,
user_00761,prod_00052,purchase,2025-07-09 10:19:42,sess_2fb7d0d5,mobile,72,3.1
user_00543,prod_00471,like,2025-05-20 10:19:42,sess_9ff8cd23,mobile,155,
user_00122,prod_00173,view,2025-05-13 10:19:42,sess_b1a27a3c,mobile,28,
user_00076,prod_00379,like,2025-06-05 10:19:42,sess_7501ff71,desktop,249,
user_00717,prod_00069,like,2025-05-26 10:19:42,sess_7c98f40a,mobile,82,
user_00918,prod_00004,view,2025-06-02 10:19:42,sess_79c52734,desktop,169,
user_00450,prod_00091,cart,2025-06-22 10:19:42,sess_b1b1e5b8,desktop,179,
user_00050,prod_00289,view,2025-06-11 10:19:42,sess_b76f38eb,desktop,96,
user_00977,prod_00074,like,2025-07-04 10:19:42,sess_c665e579,desktop,270,
user_00285,prod_00295,view,2025-06-24 10:19:42,sess_a1684131,mobile,65,
user_00295,prod_00141,view,2025-07-09 10:19:42,sess_21a5a78f,desktop,137,
user_00621,prod_00386,like,2025-07-04 10:19:42,sess_a75569b8,tablet,265,
user_00773,prod_00087,view,2025-07-25 10:19:42,sess_f867ee0e,tablet,280,
user_00819,prod_00100,view,2025-07-27 10:19:42,sess_efe5c6a9,desktop,109,
user_00289,prod_00483,like,2025-06-23 10:19:42,sess_3feb3b8b,mobile,66,
user_00456,prod_00456,view,2025-07-19 10:19:42,sess_36c014f3,mobile,147,
user_00750,prod_00343,like,2025-07-02 10:19:42,sess_a0cd7651,tablet,43,
user_00335,prod_00081,view,2025-05-11 10:19:42,sess_a54d3c4a,tablet,267,
user_00689,prod_00398,like,2025-06-05 10:19:42,sess_d69efbbe,mobile,271,
user_00326,prod_00098,like,2025-05-16 10:19:42,sess_8eec8a9e,desktop,117,
user_00690,prod_00101,view,2025-05-29 10:19:42,sess_b40629ae,mobile,259,
user_00290,prod_00068,view,2025-07-19 10:19:42,sess_f4daf00e,tablet,114,
user_00004,prod_00223,view,2025-05-13 10:19:42,sess_79d51d2d,mobile,96,
user_00040,prod_00215,view,2025-05-11 10:19:42,sess_d47f819b,tablet,125,
user_00654,prod_00179,view,2025-07-07 10:19:42,sess_55ae6073,desktop,123,
user_00897,prod_00150,view,2025-05-11 10:19:42,sess_a4a43adf,desktop,187,
user_00557,prod_00247,view,2025-07-16 10:19:42,sess_11809ea0,desktop,219,
user_00993,prod_00229,view,2025-06-06 10:19:42,sess_df1719c1,mobile,95,
user_00476,prod_00490,view,2025-06-16 10:19:42,sess_6bef5180,tablet,208,
user_00722,prod_00066,like,2025-05-04 10:19:42,sess_02d92eab,mobile,19,
user_00298,prod_00138,purchase,2025-06-19 10:19:42,sess_d8e16f48,desktop,167,2.6
user_00829,prod_00227,view,2025-07-24 10:19:42,sess_2e5700b6,desktop,253,
user_00746,prod_00113,view,2025-07-25 10:19:42,sess_435629b4,desktop,234,
user_00420,prod_00114,view,2025-05-11 10:19:42,sess_6f077f7b,mobile,173,
user_00133,prod_00310,cart,2025-06-12 10:19:42,sess_e05ef334,mobile,175,
user_00935,prod_00181,view,2025-05-25 10:19:42,sess_6f601330,mobile,190,
user_00549,prod_00102,like,2025-06-23 10:19:42,sess_9392744b,mobile,196,
user_00340,prod_00212,view,2025-06-29 10:19:42,sess_f2a99319,mobile,23,
user_00866,prod_00011,view,2025-05-29 10:19:42,sess_084e40a0,mobile,85,
user_00290,prod_00155,view,2025-05-03 10:19:42,sess_e996d800,mobile,22,
user_00279,prod_00384,like,2025-06-26 10:19:42,sess_4be0041e,mobile,44,
user_00076,prod_00259,view,2025-05-22 10:19:42,sess_ec3154f8,tablet,82,
user_00098,prod_00377,view,2025-05-14 10:19:42,sess_07311b21,desktop,170,
user_00436,prod_00263,view,2025-06-02 10:19:42,sess_1c177ac6,mobile,56,
user_00271,prod_00497,view,2025-06-06 10:19:42,sess_c5b5e7d4,mobile,118,
user_00991,prod_00209,view,2025-05-02 10:19:42,sess_ce830fbd,tablet,264,
user_00251,prod_00196,like,2025-05-22 10:19:42,sess_57ada58b,tablet,60,
user_00464,prod_00115,view,2025-07-01 10:19:42,sess_5d33c14a,desktop,194,
user_00489,prod_00289,view,2025-06-18 10:19:42,sess_de35226e,mobile,47,
user_00098,prod_00288,view,2025-05-29 10:19:42,sess_6a8adf1a,tablet,132,
user_00086,prod_00073,view,2025-05-31 10:19:42,sess_c79623ff,tablet,295,
user_00779,prod_00120,like,2025-06-17 10:19:42,sess_3cd8a1fd,mobile,23,
user_00330,prod_00353,like,2025-05-20 10:19:42,sess_a436281a,desktop,284,
user_00512,prod_00161,view,2025-05-01 10:19:42,sess_88a42a2c,desktop,268,
user_00569,prod_00440,purchase,2025-07-14 10:19:42,sess_822d146c,mobile,87,3.1
user_00125,prod_00086,view,2025-07-16 10:19:42,sess_b7e21dde,mobile,222,
user_00508,prod_00088,view,2025-05-21 10:19:42,sess_9a816bde,desktop,209,
user_00010,prod_00152,view,2025-06-23 10:19:42,sess_bb3eb0a3,tablet,143,
user_00536,prod_00166,view,2025-07-09 10:19:42,sess_432e7b17,mobile,153,
user_00536,prod_00351,like,2025-05-14 10:19:42,sess_9a29d2d1,desktop,246,
user_00474,prod_00108,like,2025-07-13 10:19:42,sess_8f0cf2be,mobile,273,
user_00733,prod_00425,view,2025-06-07 10:19:42,sess_dab42540,mobile,81,
user_00482,prod_00035,view,2025-07-06 10:19:42,sess_575fa57e,mobile,53,
user_00551,prod_00235,view,2025-05-12 10:19:42,sess_ab83771d,desktop,85,
user_00069,prod_00180,view,2025-07-29 10:19:42,sess_1c744c16,mobile,145,
user_00292,prod_00421,view,2025-06-21 10:19:42,sess_a377666a,desktop,211,
user_00957,prod_00131,view,2025-07-11 10:19:42,sess_04ccaf64,mobile,115,
user_00287,prod_00092,view,2025-07-14 10:19:42,sess_ef098150,tablet,201,
user_00339,prod_00295,like,2025-05-31 10:19:42,sess_59160c76,mobile,91,
user_00003,prod_00402,cart,2025-05-13 10:19:42,sess_40ea79f4,mobile,78,
user_00169,prod_00244,view,2025-07-24 10:19:42,sess_c90ea0d6,mobile,266,
user_00827,prod_00226,view,2025-06-19 10:19:42,sess_208dd446,desktop,261,
user_00779,prod_00061,view,2025-06-12 10:19:42,sess_02da0f8a,desktop,247,
user_00364,prod_00160,view,2025-05-14 10:19:42,sess_b1137dbf,mobile,90,
user_00969,prod_00325,like,2025-05-29 10:19:42,sess_43ef2266,tablet,133,
user_00702,prod_00062,view,2025-07-08 10:19:42,sess_501bcea4,mobile,192,
user_00876,prod_00239,like,2025-07-06 10:19:42,sess_6c1c25b9,desktop,196,
user_00184,prod_00478,view,2025-06-14 10:19:42,sess_2d55b61d,tablet,104,
user_00006,prod_00301,view,2025-06-13 10:19:42,sess_b2933a9f,desktop,262,
user_00944,prod_00007,view,2025-06-25 10:19:42,sess_aae9f2a4,tablet,250,
user_00408,prod_00023,view,2025-07-23 10:19:42,sess_34660664,tablet,20,
user_00884,prod_00368,like,2025-05-31 10:19:42,sess_daa6c7c5,tablet,284,
user_00827,prod_00054,view,2025-05-13 10:19:42,sess_b24bf13e,tablet,83,
user_00723,prod_00377,cart,2025-06-07 10:19:42,sess_6ca95712,mobile,33,
user_00455,prod_00327,view,2025-05-22 10:19:42,sess_aa0da74c,desktop,104,
user_00671,prod_00315,view,2025-05-05 10:19:42,sess_43919aef,desktop,91,
user_00928,prod_00301,view,2025-05-06 10:19:42,sess_3c783e34,desktop,218,
user_00858,prod_00342,view,2025-05-27 10:19:42,sess_e01ac7cc,mobile,141,
user_00086,prod_00089,view,2025-05-14 10:19:42,sess_475708cd,mobile,263,
user_00420,prod_00089,view,2025-05-20 10:19:42,sess_d783efef,desktop,65,
user_00350,prod_00239,view,2025-06-01 10:19:42,sess_7d3c8b4b,mobile,64,
user_00941,prod_00047,like,2025-07-28 10:19:42,sess_8c9494c2,mobile,10,
user_00223,prod_00327,view,2025-06-29 10:19:42,sess_5aede27c,desktop,102,
user_00766,prod_00387,view,2025-06-12 10:19:42,sess_52a97a7b,tablet,151,
user_00183,prod_00143,view,2025-06-08 10:19:42,sess_0c30de97,mobile,101,
user_00280,prod_00453,view,2025-06-23 10:19:42,sess_62301248,desktop,230,
user_00271,prod_00048,view,2025-06-14 10:19:42,sess_2c3eb65e,desktop,272,
user_00461,prod_00425,view,2025-05-17 10:19:42,sess_210bab12,desktop,84,
user_00551,prod_00292,like,2025-05-04 10:19:42,sess_dbdb813d,desktop,111,
user_00351,prod_00359,view,2025-07-04 10:19:42,sess_46cf9217,desktop,116,
user_00479,prod_00134,like,2025-05-31 10:19:42,sess_bb1be320,mobile,244,
user_00601,prod_00166,view,2025-05-07 10:19:42,sess_0b2828af,tablet,22,
user_00331,prod_00360,view,2025-07-29 10:19:42,sess_2106554f,mobile,220,
user_00487,prod_00172,view,2025-07-18 10:19:42,sess_89cf593d,mobile,188,
user_00314,prod_00084,view,2025-07-28 10:19:42,sess_58d03f0a,desktop,238,
user_00608,prod_00295,like,2025-06-13 10:19:42,sess_8e7af4f4,tablet,177,
user_00495,prod_00348,view,2025-07-01 10:19:42,sess_c41b6cc4,tablet,60,
user_00432,prod_00219,purchase,2025-05-26 10:19:42,sess_fef2d040,mobile,158,4.5
user_00989,prod_00358,like,2025-05-07 10:19:42,sess_79fb37f7,desktop,32,
user_00994,prod_00047,cart,2025-06-16 10:19:42,sess_84bd690a,desktop,207,
user_00170,prod_00236,view,2025-07-05 10:19:42,sess_82b66a7c,mobile,159,
user_00315,prod_00042,view,2025-07-04 10:19:42,sess_76ff84da,desktop,51,
user_00742,prod_00126,view,2025-06-13 10:19:42,sess_325d6f9f,mobile,249,
user_00164,prod_00177,view,2025-05-04 10:19:42,sess_f82fa0df,desktop,113,
user_00935,prod_00242,like,2025-07-18 10:19:42,sess_4f2dbca1,desktop,70,
user_00326,prod_00391,view,2025-06-19 10:19:42,sess_b73c5c85,desktop,222,
user_00612,prod_00202,view,2025-05-06 10:19:42,sess_6a4712c1,tablet,18,
user_00228,prod_00454,like,2025-07-30 10:19:42,sess_1c7f5186,tablet,208,
user_00937,prod_00040,view,2025-07-06 10:19:42,sess_15084e96,mobile,113,
user_00310,prod_00223,view,2025-05-08 10:19:42,sess_d54c3cec,mobile,222,
user_00155,prod_00146,view,2025-05-30 10:19:42,sess_ea367241,mobile,138,
user_00982,prod_00489,view,2025-06-10 10:19:42,sess_a88bd5e1,tablet,269,
user_00855,prod_00055,like,2025-05-08 10:19:42,sess_124dcf78,desktop,11,
user_00165,prod_00164,view,2025-06-11 10:19:42,sess_6b38c947,tablet,237,
user_00012,prod_00249,view,2025-07-24 10:19:42,sess_d185caf9,desktop,222,
user_00265,prod_00380,view,2025-06-03 10:19:42,sess_98d61491,tablet,195,
user_00800,prod_00243,like,2025-07-08 10:19:42,sess_ba3e123b,desktop,277,
user_00778,prod_00197,view,2025-06-17 10:19:42,sess_8d247470,tablet,137,
user_00203,prod_00264,view,2025-06-01 10:19:42,sess_271f29cf,desktop,25,
user_00125,prod_00445,view,2025-07-24 10:19:42,sess_6659ea10,tablet,194,
user_00259,prod_00218,view,2025-07-27 10:19:42,sess_47dd7341,tablet,141,
user_00184,prod_00151,view,2025-06-03 10:19:42,sess_4b620672,desktop,157,
user_00652,prod_00019,view,2025-07-26 10:19:42,sess_4059ecb8,tablet,207,
user_00255,prod_00090,view,2025-07-14 10:19:42,sess_aede00d4,tablet,79,
user_00649,prod_00253,like,2025-05-12 10:19:42,sess_444c2f25,mobile,273,
user_00583,prod_00235,view,2025-06-13 10:19:42,sess_76f930f7,mobile,80,
user_00624,prod_00371,view,2025-07-20 10:19:42,sess_0094041b,desktop,159,
user_00433,prod_00206,view,2025-06-28 10:19:42,sess_e4a73fe8,tablet,45,
user_00857,prod_00468,like,2025-06-22 10:19:42,sess_553a615f,tablet,268,
user_00553,prod_00438,view,2025-07-24 10:19:42,sess_9ccfb1ee,desktop,298,
user_00485,prod_00111,view,2025-05-03 10:19:42,sess_47a8206c,mobile,146,
user_00514,prod_00344,view,2025-07-07 10:19:42,sess_0b8daac4,tablet,150,
user_00280,prod_00003,view,2025-06-07 10:19:42,sess_009e2ba2,tablet,71,
user_00282,prod_00137,view,2025-05-10 10:19:42,sess_e7af4397,desktop,54,
user_00227,prod_00116,like,2025-05-14 10:19:42,sess_54916450,desktop,220,
user_00651,prod_00305,view,2025-05-31 10:19:42,sess_7fae5de4,tablet,11,
user_00352,prod_00175,view,2025-06-04 10:19:42,sess_476fbdfe,mobile,241,
user_00875,prod_00381,view,2025-05-02 10:19:42,sess_440e5489,mobile,204,
user_00262,prod_00207,view,2025-05-18 10:19:42,sess_29febe20,mobile,254,
user_00575,prod_00177,view,2025-05-24 10:19:42,sess_e5b84044,desktop,160,
user_00299,prod_00385,view,2025-06-01 10:19:42,sess_2256044d,mobile,84,
user_00640,prod_00300,view,2025-05-19 10:19:42,sess_0d0e0ba3,desktop,217,
user_00784,prod_00012,view,2025-05-29 10:19:42,sess_17f59d8c,mobile,197,
user_00944,prod_00276,view,2025-07-15 10:19:42,sess_6dd885a4,mobile,207,
user_00224,prod_00109,view,2025-07-08 10:19:42,sess_bf35925d,mobile,210,
user_00564,prod_00210,like,2025-06-20 10:19:42,sess_a846380b,desktop,59,
user_00681,prod_00453,view,2025-05-23 10:19:42,sess_16c7b8ed,desktop,120,
user_00880,prod_00207,like,2025-07-10 10:19:42,sess_51c83dda,mobile,209,
user_00296,prod_00002,like,2025-07-18 10:19:42,sess_fe8596ac,desktop,219,
user_00998,prod_00215,view,2025-07-27 10:19:42,sess_1556678e,tablet,119,
user_00142,prod_00313,view,2025-06-08 10:19:42,sess_0ca1cad3,mobile,171,
user_00625,prod_00128,view,2025-05-31 10:19:42,sess_8071cb21,tablet,51,
user_00975,prod_00190,like,2025-05-21 10:19:42,sess_9c576ae1,tablet,103,
user_00871,prod_00468,view,2025-06-30 10:19:42,sess_378eab10,mobile,246,
user_00960,prod_00365,view,2025-06-23 10:19:42,sess_93070186,mobile,20,
user_00212,prod_00296,view,2025-05-04 10:19:42,sess_9dc65e31,tablet,232,
user_00248,prod_00408,like,2025-05-14 10:19:42,sess_132b5a4b,desktop,86,
user_00251,prod_00237,view,2025-07-26 10:19:42,sess_e15b01dd,tablet,213,
user_00888,prod_00267,cart,2025-06-07 10:19:42,sess_cfb41eba,desktop,280,
user_00124,prod_00367,view,2025-07-23 10:19:42,sess_9b17c1f2,desktop,208,
user_00849,prod_00422,view,2025-05-26 10:19:42,sess_bedd7b34,tablet,230,
user_00439,prod_00404,view,2025-06-27 10:19:42,sess_8b35742b,tablet,62,
user_00740,prod_00087,view,2025-06-17 10:19:42,sess_086c827b,mobile,129,
user_00815,prod_00248,view,2025-06-18 10:19:42,sess_4c1b03c6,tablet,42,
user_00470,prod_00461,like,2025-05-03 10:19:42,sess_9602b562,desktop,174,
user_00807,prod_00231,view,2025-05-15 10:19:42,sess_105d0bc5,mobile,76,
user_00152,prod_00268,view,2025-06-13 10:19:42,sess_c98e7cc9,tablet,190,
user_00731,prod_00150,like,2025-05-31 10:19:42,sess_4185c83a,tablet,230,
user_00690,prod_00151,like,2025-06-23 10:19:42,sess_3dd9d95d,desktop,136,
user_00653,prod_00117,like,2025-07-29 10:19:42,sess_3d3803b9,desktop,191,
user_00739,prod_00261,view,2025-07-09 10:19:42,sess_8401ac2f,desktop,84,
user_00602,prod_00437,view,2025-06-12 10:19:42,sess_07b82c09,desktop,91,
user_00892,prod_00269,view,2025-06-12 10:19:42,sess_a3996d1a,mobile,38,
user_00351,prod_00116,view,2025-07-11 10:19:42,sess_213ce6d2,desktop,66,
user_00666,prod_00101,view,2025-05-19 10:19:42,sess_bee8f84a,tablet,11,
user_00861,prod_00383,purchase,2025-05-11 10:19:42,sess_44ad0123,mobile,173,3.0
user_00278,prod_00284,cart,2025-05-19 10:19:42,sess_f94a6d80,tablet,131,
user_00251,prod_00132,view,2025-05-08 10:19:42,sess_6f341a2e,mobile,121,
user_00707,prod_00368,view,2025-05-14 10:19:42,sess_ae1da05d,desktop,287,
user_00285,prod_00047,like,2025-07-14 10:19:42,sess_46ad4ae1,tablet,160,
user_00063,prod_00107,view,2025-05-17 10:19:42,sess_3c417bf8,desktop,242,
user_00101,prod_00275,view,2025-05-10 10:19:42,sess_82704204,mobile,105,
user_00490,prod_00060,view,2025-07-05 10:19:42,sess_08907e01,mobile,282,
user_00604,prod_00111,view,2025-07-29 10:19:42,sess_c9c9f76d,tablet,225,
user_00882,prod_00464,like,2025-05-16 10:19:42,sess_a4db3a5a,tablet,238,
user_00001,prod_00129,view,2025-05-28 10:19:42,sess_d51ed1a5,tablet,95,
user_00337,prod_00260,view,2025-05-09 10:19:42,sess_a5818c32,desktop,140,
user_00889,prod_00273,view,2025-05-05 10:19:42,sess_3db558e0,tablet,262,
user_00317,prod_00321,view,2025-07-07 10:19:42,sess_24516c6d,desktop,8,
user_00327,prod_00458,view,2025-07-08 10:19:42,sess_f7fe80ef,mobile,226,
user_00690,prod_00156,like,2025-05-23 10:19:42,sess_2e38a70a,mobile,104,
user_00798,prod_00056,view,2025-05-27 10:19:42,sess_cd9dd61a,desktop,168,
user_00785,prod_00272,view,2025-06-22 10:19:42,sess_e1fa555f,tablet,112,
user_00585,prod_00345,view,2025-07-06 10:19:42,sess_6d5e9a18,desktop,92,
user_00873,prod_00081,view,2025-05-25 10:19:42,sess_194671dc,desktop,218,
user_00799,prod_00372,view,2025-06-27 10:19:42,sess_a1d0dc5e,desktop,160,
user_00380,prod_00075,view,2025-06-15 10:19:42,sess_90d612d8,tablet,166,
user_00461,prod_00158,view,2025-06-07 10:19:42,sess_8b56a794,mobile,211,
user_00057,prod_00496,view,2025-07-13 10:19:42,sess_6652be89,desktop,145,
user_00020,prod_00420,view,2025-06-28 10:19:42,sess_3d81ac41,desktop,196,
user_00025,prod_00165,like,2025-07-05 10:19:42,sess_63fa37c7,mobile,262,
user_00451,prod_00439,view,2025-06-29 10:19:42,sess_0622fbb0,mobile,171,
user_00741,prod_00246,like,2025-06-11 10:19:42,sess_d567c5fd,tablet,254,
user_00256,prod_00144,view,2025-07-23 10:19:42,sess_3e4d4e3c,tablet,180,
user_00283,prod_00276,view,2025-06-24 10:19:42,sess_0d49e7e6,mobile,246,
user_00138,prod_00451,view,2025-06-08 10:19:42,sess_384cbccc,mobile,82,
user_00604,prod_00154,view,2025-06-04 10:19:42,sess_f56c915f,mobile,172,
user_00587,prod_00280,view,2025-06-23 10:19:42,sess_c1cbfae3,tablet,16,
user_00144,prod_00396,like,2025-06-14 10:19:42,sess_9951a840,desktop,114,
user_00189,prod_00165,view,2025-06-14 10:19:42,sess_965d69b0,desktop,106,
user_00694,prod_00498,view,2025-07-28 10:19:42,sess_515a8e05,mobile,66,
user_00658,prod_00211,view,2025-05-29 10:19:42,sess_58dde15e,mobile,275,
user_00062,prod_00468,view,2025-06-05 10:19:42,sess_4a857fb3,mobile,263,
